Number,Author,Date,Topic,Shorts,Link,DateTime
11,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 1000&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,парсинг данных по выручке и кол-ву сотрудников по инн,Noshorts,https://www.fl.ru/projects/5399755/parsing-dannyih-po-vyiruchke-i-kol-vu-sotrudnikov-po-inn-.html,2025-02-21 17:59:12
12,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 5000&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,Нужен парсер цен на маркетплейсах,Noshorts,https://www.fl.ru/projects/5399605/nujen-parser-tsen-na-marketpleysah.html,2025-02-21 17:59:14
13,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Парсер вопрос-ответ из выдачи Google,Noshorts,https://www.fl.ru/projects/5399121/parser-vopros-otvet-iz-vyidachi-google.html,2025-02-21 17:59:16
14,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 2000&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,Спросить данные с открытого источника,Noshorts,https://www.fl.ru/projects/5399527/sprosit-dannyie-s-otkryitogo-istochnika.html,2025-02-21 17:59:17
15,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Парсинг номеров с сайтов,Noshorts,https://www.fl.ru/projects/5398778/parsing-nomerov-s-saytov.html,2025-02-21 17:59:19
16,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Написать парсер авто с сайта.,Noshorts,https://www.fl.ru/projects/5399343/napisat-parser-avto-s-sayta.html,2025-02-21 17:59:21
17,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Парсинг сайта,Noshorts,https://www.fl.ru/projects/5399288/parsing-sayta.html,2025-02-21 17:59:22
18,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 15&nbsp;000&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,Парсинг цен онлайн-аптек (сбор минимальных цен),Noshorts,https://www.fl.ru/projects/5398962/parsing-tsen-onlayn-aptek-sbor-minimalnyih-tsen.html,2025-02-21 17:59:24
19,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Парсинг сервера и отправление запроса на него,Noshorts,https://www.fl.ru/projects/5398830/parsing-servera-i-otpravlenie-zaprosa-na-nego.html,2025-02-21 17:59:25
20,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По результатам собеседования </span> </div>');",NoDate,Нужно сделать сервис для анализа позиций на Яндекс.Картах (парсер),Noshorts,https://www.fl.ru/projects/5399058/nujno-sdelat-servis-dlya-analiza-pozitsiy-na-yandekskartah-parser.html,2025-02-21 17:59:28
21,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Парсинг garantex,Noshorts,https://www.fl.ru/projects/5398988/parsing-garantex.html,2025-02-21 17:59:31
22,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 1500&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,Нужно спарсить каталог с сайта,Noshorts,https://www.fl.ru/projects/5398983/nujno-sparsit-katalog-s-sayta.html,2025-02-21 17:59:34
23,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Спарсить объявления посуточной аренды квартир.,Noshorts,https://www.fl.ru/projects/5398853/sparsit-obyyavleniya-posutochnoy-arendyi-kvartir.html,2025-02-21 17:59:37
24,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,"Парсинг данных (на PHP) с сайта ""Реестр уведомлений о залоге движимого имущества"" (из PDF-файла)",Noshorts,https://www.fl.ru/projects/5398470/parsing-dannyih-na-php-s-sayta-reestr-uvedomleniy-o-zaloge-dvijimogo-imuschestva-iz-pdf-fayla.html,2025-02-21 17:59:40
25,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Доработать (исправить) программу на python (API Вконтакте),Noshorts,https://www.fl.ru/projects/5398717/dorabotat-ispravit-programmu-na-python-api-vkontakte.html,2025-02-21 17:59:43
26,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Парсинг сайта,Noshorts,https://www.fl.ru/projects/5398539/parsing-sayta.html,2025-02-21 17:59:45
27,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 3000&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,Постер отзывов на мой сайт,Noshorts,https://www.fl.ru/projects/5398426/poster-otzyivov-na-moy-sayt.html,2025-02-21 17:59:47
28,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_13""> <span class=""text-4 text-dark text-decoration-none""> По договоренности </span> </div>');",NoDate,Автоматический парсинг фото с WB и отправка уведомлений о изменениях через Telegram-бота,Noshorts,https://www.fl.ru/projects/5398336/avtomaticheskiy-parsing-foto-s-wb-i-otpravka-uvedomleniy-o-izmeneniyah-cherez-telegram-bota.html,2025-02-21 17:59:48
29,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 2000&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,Требуется парсинг товара,Noshorts,https://www.fl.ru/projects/5398162/trebuetsya-parsing-tovara.html,2025-02-21 17:59:50
30,"document.write('<div class=""d-flex align-items-center b-post__price p-0 ml-lg-16 b-post__grid_price b-post__price_fontsize_15 b-post__price_bold""> <span class=""text-4 text-dark text-decoration-none""> 10&nbsp;000&nbsp;<span class=""fl-rub""><span class=""d-none"">руб</span></span> </span> </div>');",NoDate,Написать чекер артикулов для доски объявлений,Noshorts,https://www.fl.ru/projects/5398105/napisat-cheker-artikulov-dlya-doski-obyyavleniy.html,2025-02-21 17:59:52
1,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Нужно сформировать актуальную базу компаний(производители) из Европейкой части РФ, которые занимаются двумя видами товаров, ТЕКСТИЛЬ и Производство станков </div> <div id=""project-reason-5401005"" style=""display: none""> </div> </div></div>');",NoDate,База компаний,Noshorts,https://www.fl.ru/projects/5401005/baza-kompaniy.html,2025-02-21 18:00:06
2,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Нужно написать парсер, который будет выкачивать фотографии пользователей из социальных сетей. Подробности в файле. Указывайте сразу срок реализации и стоимость. Если есть... </div> <div id=""project-reason-5400624"" style=""display: none""> </div> </div></div>');",NoDate,Парсер фото со цсетей,Noshorts,https://www.fl.ru/projects/5400624/parser-foto-so-tssetey.html,2025-02-21 18:00:07
3,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Парсер, нужно сделать генератор цифровых отпечатков &#150; TLS,SSL Прошу сразу писать - 1. хорошо ли знакомы на практике с TLS,SSL 2. как с вами связаться </div> <div id=""project-reason-5400581"" style=""display: none""> </div> </div></div>');",NoDate,"Парсер, нужно сделать генератор цифровых отпечатков  TLS,SSL",Noshorts,https://www.fl.ru/projects/5400581/parser-nujno-sdelat-generator-tsifrovyih-otpechatkov---tlsssl.html,2025-02-21 18:00:09
4,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Требуется выгрузить с данного сайта krep-komp.ru/ весь каталог полностью. С каждой карточки выгрузить следующее: - Наименование - Категории и подкатегории - Артикул -... </div> <div id=""project-reason-5400787"" style=""display: none""> </div> </div></div>');",NoDate,Спарсить сайт,Noshorts,https://www.fl.ru/projects/5400787/sparsit-sayt.html,2025-02-21 18:00:11
5,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Разработать модуль, который по ссылкам из базы данных: • автоматически делает скриншот страницы в браузере, • посредством анализа изображения (OCR и алгоритмов распознавания)... </div> <div id=""project-reason-5400592"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг текстового инфо с изображений,Noshorts,https://www.fl.ru/projects/5400592/parsing-tekstovogo-info-s-izobrajeniy.html,2025-02-21 18:00:12
6,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Поиск осуществляется по российским (+7) номерам телефонов. Необходимо осуществить парсинг всех сведений из ответа источника (из блоков Tracing Result, Number information).... </div> <div id=""project-reason-5400118"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг данных с сайта EMobiletracker (PHP),Noshorts,https://www.fl.ru/projects/5400118/parsing-dannyih-s-sayta-emobiletracker-php.html,2025-02-21 18:00:14
7,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Цель проекта Разработать программу для автоматизированного поиска и фильтрации целевой аудитории (ЦА) на основе загруженной базы данных (номеров телефонов) через возможности... </div> <div id=""project-reason-5400503"" style=""display: none""> </div> </div></div>');",NoDate,Разработка парсера ВК для фильтрации целевой аудитории через рекламный кабинет ВКонтакте,Noshorts,https://www.fl.ru/projects/5400503/razrabotka-parsera-vk-dlya-filtratsii-tselevoy-auditorii-cherez-reklamnyiy-kabinet-vkontakte.html,2025-02-21 18:00:16
8,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Приветствую! В качестве предварительно задачи к более крупному проекту необходимо реализовать сервис внутренней аналитики платформы «Х» на частоту упоминаний в данный момент... </div> <div id=""project-reason-5400357"" style=""display: none""> </div> </div></div>');",NoDate,Разработать MVP для сервиса аналитики,Noshorts,https://www.fl.ru/projects/5400357/razrabotat-mvp-dlya-servisa-analitiki.html,2025-02-21 18:00:18
9,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Есть Парсер. Его задача забирать информацию с конкретного сайта и запихивать ее в эксель файл. нужно его доработать , чтоб обходил блокировки. его надо сделать многоканальным и... </div> <div id=""project-reason-5400018"" style=""display: none""> </div> </div></div>');",NoDate,Доработать Парсер.,Noshorts,https://www.fl.ru/projects/5400018/dorabotat-parser.html,2025-02-21 18:00:19
10,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Нужно автоматизировать процесс скачивания вертикальных роликов из YouTube, их редактирования и передачи через webhook в сервис make.com.&nbsp; Задача &#150; Искать новые вышедшие... </div> <div id=""project-reason-5399436"" style=""display: none""> </div> </div></div>');",NoDate,Python автоматизация YouTube Data API,Noshorts,https://www.fl.ru/projects/5399436/python-avtomatizatsiya-youtube-data-api.html,2025-02-21 18:00:21
11,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> есть список из 200 инн компаний, необходимо вытащить для каждой выручку и численность сотрудников. формат ексель, три столбца: инн, название компании, выручка, численность... </div> <div id=""project-reason-5399755"" style=""display: none""> </div> </div></div>');",NoDate,парсинг данных по выручке и кол-ву сотрудников по инн,Noshorts,https://www.fl.ru/projects/5399755/parsing-dannyih-po-vyiruchke-i-kol-vu-sotrudnikov-po-inn-.html,2025-02-21 18:00:22
12,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Нужно создать парсер, который будет ежедневно считывать цены на маркетплейсах по ссылкам и которые отличаются от заданных выделять </div> <div id=""project-reason-5399605"" style=""display: none""> </div> </div></div>');",NoDate,Нужен парсер цен на маркетплейсах,Noshorts,https://www.fl.ru/projects/5399605/nujen-parser-tsen-na-marketpleysah.html,2025-02-21 18:00:23
13,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Разработать парсер, который будет автоматически извлекать вопросы и ответы из блока &quot;Люди также спрашивают&quot; (People Also Ask, PAA) в выдаче Google по заданным... </div> <div id=""project-reason-5399121"" style=""display: none""> </div> </div></div>');",NoDate,Парсер вопрос-ответ из выдачи Google,Noshorts,https://www.fl.ru/projects/5399121/parser-vopros-otvet-iz-vyidachi-google.html,2025-02-21 18:00:24
14,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Спарсить портал Марат Кейл Здравствуйте, Спарсите данные goszakup.gov.kz/ru/regist... открытый источник более 500 000 компаний нужны Названия, почта и... </div> <div id=""project-reason-5399527"" style=""display: none""> </div> </div></div>');",NoDate,Спросить данные с открытого источника,Noshorts,https://www.fl.ru/projects/5399527/sprosit-dannyie-s-otkryitogo-istochnika.html,2025-02-21 18:00:26
15,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Спарсить все номера телефонов из анкет девушек и предоставить в csv формате. Со всей дополнительной текстовой информацией, которая есть в анкете. Со следующих ресурсов: 1)... </div> <div id=""project-reason-5398778"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг номеров с сайтов,Noshorts,https://www.fl.ru/projects/5398778/parsing-nomerov-s-saytov.html,2025-02-21 18:00:27
16,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Необходимо разработать парсер на python, который парсит авто со страницы сайта export.skcarrental.com/ex...&nbsp; На странице авто взять все фото, все... </div> <div id=""project-reason-5399343"" style=""display: none""> </div> </div></div>');",NoDate,Написать парсер авто с сайта.,Noshorts,https://www.fl.ru/projects/5399343/napisat-parser-avto-s-sayta.html,2025-02-21 18:00:28
17,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Необхожимо сделать парсинг товаров сайта интернет магазина в таблицу&nbsp; Сайт clck.ru/3GS8UZ Необходим файл Excel со следующими параметрами товаров Link Vendor Title... </div> <div id=""project-reason-5399288"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг сайта,Noshorts,https://www.fl.ru/projects/5399288/parsing-sayta.html,2025-02-21 18:00:30
18,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Цель: Получить CSV с актуальными ценами на лекарства, БАДы и медтовары из интернет-аптек. Данные нужны для анализа ценовой политики поставщиков. Гео: Москва (все цены для... </div> <div id=""project-reason-5398962"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг цен онлайн-аптек (сбор минимальных цен),Noshorts,https://www.fl.ru/projects/5398962/parsing-tsen-onlayn-aptek-sbor-minimalnyih-tsen.html,2025-02-21 18:00:31
19,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Здравствуйте, нужно спарсить сервер server.boltgaming.io (данный сервер, является сервером игрового рынка игры standoff2) сделать так, чтобы код отслеживал изменения на этом... </div> <div id=""project-reason-5398830"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг сервера и отправление запроса на него,Noshorts,https://www.fl.ru/projects/5398830/parsing-servera-i-otpravlenie-zaprosa-na-nego.html,2025-02-21 18:00:33
20,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Нужно сделать сервис (программу / парсер) для анализа позиций карточек предприятий в Яндекс.Бизнес (на Яндекс.Картах). <br /><br /><br />Смысл примерно следующий: у карточек предприятий есть привязка к городу, а также к тематике бизнеса (например, &quot;барбершоп&quot;). Если пользователь в яндексе вводит &quot;барбершоп Краснодар&quot;, то помимо поисковой выдачи сайтов происходит ещё и формирование сниппета на... </div> <div id=""project-reason-5399058"" style=""display: none""> </div> </div></div>');",NoDate,Нужно сделать сервис для анализа позиций на Яндекс.Картах (парсер),Noshorts,https://www.fl.ru/projects/5399058/nujno-sdelat-servis-dlya-analiza-pozitsiy-na-yandekskartah-parser.html,2025-02-21 18:00:34
21,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Требуется разработчик на Python для парсинга страницы garantex.org, а именно курс продажи USDT к рублю из стакана &quot;SELLING&quot; в третьей строчке сверху. (прикрепляю... </div> <div id=""project-reason-5398988"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг garantex,Noshorts,https://www.fl.ru/projects/5398988/parsing-garantex.html,2025-02-21 18:00:35
22,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> в этом разделе voka-group.ru/catalog/osi представлен каталог осей при нажатии на обложку ГОСТ 9650-80 открывается список изделий на 19ть страниц, в общей сложности... </div> <div id=""project-reason-5398983"" style=""display: none""> </div> </div></div>');",NoDate,Нужно спарсить каталог с сайта,Noshorts,https://www.fl.ru/projects/5398983/nujno-sparsit-katalog-s-sayta.html,2025-02-21 18:00:37
23,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Необходимо спарить объявления с сайтов о посуточной аренды квартир (авито, суточно и т.д.) с фотографиями. Количество объявлений 1 500 шт., объявления должны быть из нишевой... </div> <div id=""project-reason-5398853"" style=""display: none""> </div> </div></div>');",NoDate,Спарсить объявления посуточной аренды квартир.,Noshorts,https://www.fl.ru/projects/5398853/sparsit-obyyavleniya-posutochnoy-arendyi-kvartir.html,2025-02-21 18:00:38
24,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Парсинг данных с источника www.reestr-zalogov.ru/sea... Поиск осуществляется по Информации о залогодателе:&nbsp; - ФИЗИЧЕСКИХ ЛИЦ по ФИО (ФИ) + Дата рождения&nbsp; -... </div> <div id=""project-reason-5398470"" style=""display: none""> </div> </div></div>');",NoDate,"Парсинг данных (на PHP) с сайта ""Реестр уведомлений о залоге движимого имущества"" (из PDF-файла)",Noshorts,https://www.fl.ru/projects/5398470/parsing-dannyih-na-php-s-sayta-reestr-uvedomleniy-o-zaloge-dvijimogo-imuschestva-iz-pdf-fayla.html,2025-02-21 18:00:39
25,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Здравствуйте! Есть парсер для Вконтакте на python. У ВК что-то изменилось. Парсер не работает. Нужно доработать. Исходник предоставлю. В идеале арендовать у исполнителя хостинг... </div> <div id=""project-reason-5398717"" style=""display: none""> </div> </div></div>');",NoDate,Доработать (исправить) программу на python (API Вконтакте),Noshorts,https://www.fl.ru/projects/5398717/dorabotat-ispravit-programmu-na-python-api-vkontakte.html,2025-02-21 18:00:41
26,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Нужно получать данные с сайта с периодичностью и складывать их в SQL базу. ТЗ вышлю по запросу. </div> <div id=""project-reason-5398539"" style=""display: none""> </div> </div></div>');",NoDate,Парсинг сайта,Noshorts,https://www.fl.ru/projects/5398539/parsing-sayta.html,2025-02-21 18:00:43
27,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Имеются данные в примерно таком формате&nbsp; &lt;item&gt; &nbsp;&nbsp;&nbsp; &lt;id&gt;121&lt;/id&gt; &nbsp;&nbsp;&nbsp; &lt;uf_is_moderated&gt;1&lt;/uf_is_moderated&gt; &nbsp;... </div> <div id=""project-reason-5398426"" style=""display: none""> </div> </div></div>');",NoDate,Постер отзывов на мой сайт,Noshorts,https://www.fl.ru/projects/5398426/poster-otzyivov-na-moy-sayt.html,2025-02-21 18:00:45
28,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Цель: Разработать скрипт для ежедневного парсинга фотографий карточек товаров Wildberries, их сохранения на сервере и сравнения изменений с предыдущим днём. При обнаружении... </div> <div id=""project-reason-5398336"" style=""display: none""> </div> </div></div>');",NoDate,Автоматический парсинг фото с WB и отправка уведомлений о изменениях через Telegram-бота,Noshorts,https://www.fl.ru/projects/5398336/avtomaticheskiy-parsing-foto-s-wb-i-otpravka-uvedomleniy-o-izmeneniyah-cherez-telegram-bota.html,2025-02-21 18:00:46
29,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Требуется парсинг товара, донор:&nbsp; www.tdserver.ru Все как обычно, категории, товар &#150; фото, характеристики, состав комплекта, доп. файлы и инструкции ссылками и тд,&nbsp; в... </div> <div id=""project-reason-5398162"" style=""display: none""> </div> </div></div>');",NoDate,Требуется парсинг товара,Noshorts,https://www.fl.ru/projects/5398162/trebuetsya-parsing-tovara.html,2025-02-21 18:00:47
30,"document.write('<proposal-hidden-modal id=""proposal-hidden-modal""></proposal-hidden-modal> <div class=""b-post__body b-post__grid_descript b-post__body_overflow_hidden b-layuot_width_full""> <div class=""b-post__txt text-5 ""> Написать чекер артикулов для доски объявлений Есть список артикулов в xls и доска объявлений. Проверить по каждому артикулу количество предложений, по фильтру: новый и в... </div> <div id=""project-reason-5398105"" style=""display: none""> </div> </div></div>');",NoDate,Написать чекер артикулов для доски объявлений,Noshorts,https://www.fl.ru/projects/5398105/napisat-cheker-artikulov-dlya-doski-obyyavleniy.html,2025-02-21 18:00:49
1,,NoDate,База компаний,,https://www.fl.ru/projects/5401005/baza-kompaniy.html,2025-02-21 18:05:27
2,,NoDate,Парсер фото со цсетей,,https://www.fl.ru/projects/5400624/parser-foto-so-tssetey.html,2025-02-21 18:05:29
3,,NoDate,"Парсер, нужно сделать генератор цифровых отпечатков  TLS,SSL",,https://www.fl.ru/projects/5400581/parser-nujno-sdelat-generator-tsifrovyih-otpechatkov---tlsssl.html,2025-02-21 18:05:31
4,,NoDate,Спарсить сайт,,https://www.fl.ru/projects/5400787/sparsit-sayt.html,2025-02-21 18:05:32
5,,NoDate,Парсинг текстового инфо с изображений,,https://www.fl.ru/projects/5400592/parsing-tekstovogo-info-s-izobrajeniy.html,2025-02-21 18:05:34
6,,NoDate,Парсинг данных с сайта EMobiletracker (PHP),,https://www.fl.ru/projects/5400118/parsing-dannyih-s-sayta-emobiletracker-php.html,2025-02-21 18:05:36
7,,NoDate,Разработка парсера ВК для фильтрации целевой аудитории через рекламный кабинет ВКонтакте,,https://www.fl.ru/projects/5400503/razrabotka-parsera-vk-dlya-filtratsii-tselevoy-auditorii-cherez-reklamnyiy-kabinet-vkontakte.html,2025-02-21 18:05:37
8,,NoDate,Разработать MVP для сервиса аналитики,,https://www.fl.ru/projects/5400357/razrabotat-mvp-dlya-servisa-analitiki.html,2025-02-21 18:05:39
9,,NoDate,Доработать Парсер.,,https://www.fl.ru/projects/5400018/dorabotat-parser.html,2025-02-21 18:05:41
10,,NoDate,Python автоматизация YouTube Data API,,https://www.fl.ru/projects/5399436/python-avtomatizatsiya-youtube-data-api.html,2025-02-21 18:05:42
